,product_link,product_title,price_usd,condition,time_sold
0,https://www.ebay.com/itm/SUPER-MARIO-WORLD-2-YOSHIS-ISLAND-SUPER-NINTENDO-SNES-Tested-Working/113886012244?epid=4967&hash=item1a8422a354:g:xO0AAOSwdytdep8q,SUPER MARIO WORLD 2 YOSHI'S ISLAND SUPER NINTENDO SNES Tested & Working,23.95,Acceptable,"Sep 12, 2019 19:53:48 PDT "
1,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES/163816115509?epid=4967&hash=item2624338d35:g:UfcAAOSw~QNdUgZp,Super Mario World 2 Yoshi's Island Super Nintendo SNES,31.00,Very Good,"Sep 12, 2019 17:27:57 PDT "
2,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-Tested-Working/173936650106?hash=item287f6ea77a:g:IxgAAOSwm79dB~y8,Super Mario World 2 Yoshi's Island Super Nintendo SNES Tested & Working ,29.95,Acceptable,"Sep 12, 2019 11:15:27 PDT "
3,https://www.ebay.com/itm/Super-Nintendo-snes-game-super-mario-world-2-Yoshis-Island-authentic-tested/323910767419?hash=item4b6a96133b:g:6~MAAOSwTW1dd1Lh,Super Nintendo snes game super mario world 2 Yoshi's Island authentic tested,19.50,Good,"Sep 12, 2019 03:31:27 PDT "
4,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-CART-ONLY-AUTHENTIC/153639930715?epid=4967&hash=item23c5a74b5b:g:oqMAAOSwNqNdeXOc,None,19.50,Good,"Sep 12, 2019 03:31:27 PDT "
5,https://www.ebay.com/itm/SUPER-MARIO-WORLD-2-YOSHIS-ISLAND-SUPER-NINTENDO-SNES-Tested-Working/113884843921?epid=4967&hash=item1a8410cf91:g:t0cAAOSwJ6JdeTrJ,None,19.50,Good,"Sep 12, 2019 03:31:27 PDT "
6,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-SNES-Super-Nintendo-Complete-100-CIB/264420270653?hash=item3d90ad223d:g:uvwAAOSwdgtdR1vj,Super Mario World 2: Yoshi's Island SNES Super Nintendo**Complete** **100% CIB**,84.00,Very Good,"Sep 11, 2019 08:25:50 PDT "
7,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES/123897666677?hash=item1cd8e05c75:g:-rkAAOSwL4tdcYKR,Super Mario World 2 Yoshi's Island Super Nintendo SNES,16.00,Good,"Sep 10, 2019 16:27:10 PDT "
8,https://www.ebay.com/itm/SUPER-MARIO-WORLD-2-YOSHIS-ISLAND-SUPER-NINTENDO-SNES-Excellent/264450777467?epid=4967&hash=item3d927ea17b:g:otgAAOSwzpddbMav,None,16.00,Good,"Sep 10, 2019 16:27:10 PDT "
9,https://www.ebay.com/itm/Super-Nintendo-SNES-game-Super-Mario-World-2-Yoshis-Island-with-manual/303280012232?hash=item469ce5bbc8:g:RKAAAOSwweFddzxN,Super Nintendo SNES game Super Mario World 2 Yoshi's Island with manual,22.50,Good,"Sep 10, 2019 03:02:53 PDT "
